DOWN,0.30999999999999517,0.0036390781002146174,0.20453656255665467,0.0686619718309861,-0.9850000000000144,-0.03550932568149205,-0.020961381586613776,-0.22010714285714192,-0.020400728597449864,-0.03648519325854574
DOWN,0.07999999999997698,-0.008838853740230766,1.0834041220567203,-0.11267605633802842,-0.26500000000001356,-0.022122269138975553,0.43286927377405204,-0.29914285714285366,-0.02889699179580676,0.331385724994809
DOWN,-1.0300000000000011,-0.010040907400520624,0.046743918423254996,-0.00791139240506285,-0.1290000000000213,-0.008289093787836458,0.056622758583589276,-0.3987857142857144,-0.045108062057214605,0.010405043688865927
UP,-0.04999999999999716,-0.005350605463249858,0.9127090830005201,-0.08163265306122622,-0.23300000000001203,-0.011290473080153102,0.43253689824962843,-0.4366428571428528,-0.04385489983757444,0.11135691163239592
UP,-0.5200000000000173,0.01756198347107429,1.2843470343970047,0.34687953555878087,-0.41200000000001136,0.008094529214737535,2.7865340640363416,-0.4892499999999988,-0.027116817814492322,-0.831796766991915
DOWN,2.3900000000000006,0.029916949792374498,0.24062922617583243,0.5222405271828662,0.10099999999998167,0.014596504276682718,0.49319291397600074,-0.44903571428571337,-0.032964111652636234,-0.21838575702993623
DOWN,0.7800000000000011,0.0032302722658053397,-1.2197902894319503,0.45140032948929254,0.7069999999999911,0.020369848868863248,-0.19343563947956705,-0.3362499999999968,-0.016200561136754388,0.24321717678725333
UP,-0.4299999999999997,-0.043617703656189784,0.9132623518588681,-0.26194398682042624,0.7609999999999777,-0.01981592787377911,2.0102216195712357,-0.288357142857145,-0.06428187197417967,0.619683363293083
DOWN,-4.330000000000005,-0.036982520699171996,-0.08031367546668373,0.04335664335664373,-0.28300000000001085,-0.012080030200075377,-0.24587704800230384,-0.31232142857142875,-0.06560742658216544,-0.045272346746498146
UP,0.30999999999999517,-0.003161828111526284,1.933650606176411,-0.04615384615384597,-1.210000000000004,-0.03977849561605896,0.15369789002302509,-0.2889285714285721,-0.061519033014612964,0.09938177739279734
DOWN,-0.6400000000000006,0.006973633931983089,1.8882568874984988,0.2691552062868356,-1.419999999999995,-0.034087785210299634,-0.3862970921027039,-0.28871428571428115,-0.0547883787661406,-0.2403431639977305
